status,circuit_depth,circuit_width,circuit_size,circuit_count_ops,payload_size,num_gates,execution_type,experiment_type,ibm_job_id,ibm_backend,counts,success_rate,job_duration,job_quantum_duration,job_status,job_success_rate,job_created,job_finished,job_running,job_execution_spans,job_execution_duration
completed,2011,7,4024,"[[""u"", 780], [""y"", 766], [""x"", 760], [""t"", 445], [""tdg"", 445], [""s"", 406], [""sdg"", 406], [""cx"", 7], [""h"", 6], [""measure"", 2], [""cz"", 1]]",2,2004,ibm,dynamic_payload_gates,cyv1ek238jq0008xy060,ibm_kyiv,"{""10"": 914, ""11"": 976, ""01"": 1116, ""00"": 1090}",0.26611328125,3.0,3.0,completed,0.26611328125,2025-02-19T17:39:24.372Z,2025-02-19T17:39:39.213Z,2025-02-19T17:39:27.217Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:39:28', stop='2025-02-19 17:39:38', size=4096>)])",10.435143
completed,2011,7,4026,"[[""y"", 870], [""u"", 788], [""x"", 776], [""t"", 405], [""tdg"", 405], [""s"", 383], [""sdg"", 383], [""cx"", 7], [""h"", 6], [""measure"", 2], [""cz"", 1]]",2,2005,ibm,dynamic_payload_gates,cyv1ewvjj6dg008g4c4g,ibm_kyiv,"{""01"": 840, ""00"": 1078, ""11"": 907, ""10"": 1271}",0.26318359375,3.0,3.0,completed,0.26318359375,2025-02-19T17:40:03.250Z,2025-02-19T17:40:26.943Z,2025-02-19T17:40:06.266Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:40:07', stop='2025-02-19 17:40:26', size=4096>)])",19.008433
completed,1341,9,4021,"[[""y"", 828], [""u"", 794], [""x"", 784], [""s"", 409], [""sdg"", 409], [""t"", 388], [""tdg"", 388], [""cx"", 9], [""h"", 8], [""measure"", 3], [""cz"", 1]]",3,2000,ibm,dynamic_payload_gates,cyv1f7cjj6dg008g4c50,ibm_kyiv,"{""111"": 781, ""110"": 515, ""010"": 394, ""011"": 566, ""101"": 534, ""100"": 389, ""000"": 417, ""001"": 500}",0.101806640625,3.0,3.0,completed,0.101806640625,2025-02-19T17:40:45.792Z,2025-02-19T17:41:18.935Z,2025-02-19T17:40:48.525Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:40:49', stop='2025-02-19 17:41:18', size=4096>)])",28.799423
completed,1343,9,4023,"[[""x"", 804], [""u"", 770], [""y"", 768], [""t"", 418], [""tdg"", 418], [""s"", 412], [""sdg"", 412], [""cx"", 9], [""h"", 8], [""measure"", 3], [""cz"", 1]]",3,2001,ibm,dynamic_payload_gates,cyv1fmy78z600082q5fg,ibm_kyiv,"{""011"": 502, ""000"": 499, ""110"": 506, ""111"": 542, ""001"": 482, ""010"": 543, ""100"": 528, ""101"": 494}",0.121826171875,3.0,3.0,completed,0.121826171875,2025-02-19T17:41:39.655Z,2025-02-19T17:41:54.124Z,2025-02-19T17:41:42.544Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:41:43', stop='2025-02-19 17:41:53', size=4096>)])",9.732454
completed,1343,9,4025,"[[""y"", 844], [""x"", 808], [""u"", 738], [""t"", 425], [""tdg"", 425], [""s"", 382], [""sdg"", 382], [""cx"", 9], [""h"", 8], [""measure"", 3], [""cz"", 1]]",3,2002,ibm,dynamic_payload_gates,cyv1fxzq5bwg0083p1rg,ibm_kyiv,"{""011"": 663, ""110"": 406, ""000"": 558, ""111"": 437, ""010"": 614, ""101"": 422, ""001"": 582, ""100"": 414}",0.13623046875,3.0,3.0,completed,0.13623046875,2025-02-19T17:42:15.717Z,2025-02-19T17:42:31.054Z,2025-02-19T17:42:18.418Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:42:19', stop='2025-02-19 17:42:30', size=4096>)])",10.826053
completed,1343,9,4027,"[[""x"", 836], [""u"", 816], [""y"", 810], [""s"", 413], [""sdg"", 413], [""t"", 359], [""tdg"", 359], [""cx"", 9], [""h"", 8], [""measure"", 3], [""cz"", 1]]",3,2003,ibm,dynamic_payload_gates,cyv1g7878z600082q5h0,ibm_kyiv,"{""111"": 446, ""011"": 513, ""100"": 437, ""001"": 614, ""110"": 423, ""000"": 644, ""010"": 548, ""101"": 471}",0.1572265625,3.0,3.0,completed,0.1572265625,2025-02-19T17:42:53.900Z,2025-02-19T17:43:07.764Z,2025-02-19T17:42:56.487Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:42:57', stop='2025-02-19 17:43:07', size=4096>)])",9.793423
completed,1345,9,4029,"[[""y"", 798], [""u"", 790], [""x"", 788], [""t"", 410], [""tdg"", 410], [""s"", 406], [""sdg"", 406], [""cx"", 9], [""h"", 8], [""measure"", 3], [""cz"", 1]]",3,2004,ibm,dynamic_payload_gates,cyv1ggty2gd0008867rg,ibm_kyiv,"{""011"": 540, ""000"": 501, ""001"": 554, ""111"": 470, ""100"": 541, ""010"": 533, ""101"": 420, ""110"": 537}",0.122314453125,3.0,3.0,completed,0.122314453125,2025-02-19T17:43:32.066Z,2025-02-19T17:43:48.801Z,2025-02-19T17:43:35.044Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:43:35', stop='2025-02-19 17:43:48', size=4096>)])",12.175206
completed,1345,9,4031,"[[""y"", 842], [""x"", 822], [""u"", 790], [""s"", 393], [""sdg"", 393], [""t"", 385], [""tdg"", 385], [""cx"", 9], [""h"", 8], [""measure"", 3], [""cz"", 1]]",3,2005,ibm,dynamic_payload_gates,cyv1gsvq5bwg0083p1t0,ibm_kyiv,"{""010"": 583, ""011"": 611, ""001"": 551, ""101"": 428, ""111"": 458, ""110"": 467, ""100"": 439, ""000"": 559}",0.136474609375,3.0,3.0,completed,0.136474609375,2025-02-19T17:44:07.651Z,2025-02-19T17:44:21.271Z,2025-02-19T17:44:10.656Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:44:11', stop='2025-02-19 17:44:20', size=4096>)])",9.113413
completed,1011,11,4026,"[[""y"", 820], [""x"", 786], [""u"", 782], [""t"", 405], [""tdg"", 405], [""s"", 401], [""sdg"", 401], [""cx"", 11], [""h"", 10], [""measure"", 4], [""cz"", 1]]",4,2000,ibm,dynamic_payload_gates,cyv1h2w38jq0008xy0dg,ibm_kyiv,"{""0001"": 254, ""1100"": 280, ""0101"": 294, ""1110"": 244, ""1000"": 266, ""1101"": 282, ""0110"": 243, ""0011"": 241, ""1010"": 249, ""0111"": 248, ""0000"": 254, ""1111"": 270, ""0010"": 238, ""1001"": 255, ""0100"": 233, ""1011"": 245}",0.06201171875,3.0,3.0,completed,0.06201171875,2025-02-19T17:44:44.233Z,2025-02-19T17:45:34.735Z,2025-02-19T17:44:47.650Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:44:48', stop='2025-02-19 17:45:34', size=4096>)])",45.443417
completed,1011,11,4028,"[[""u"", 812], [""x"", 800], [""y"", 790], [""s"", 418], [""sdg"", 418], [""t"", 382], [""tdg"", 382], [""cx"", 11], [""h"", 10], [""measure"", 4], [""cz"", 1]]",4,2001,ibm,dynamic_payload_gates,cyv1hmpy2gd0008867t0,ibm_kyiv,"{""0000"": 242, ""0001"": 225, ""1110"": 244, ""0111"": 243, ""0101"": 279, ""1000"": 259, ""1010"": 287, ""0011"": 247, ""1100"": 276, ""0100"": 258, ""0010"": 231, ""1101"": 268, ""0110"": 261, ""1011"": 249, ""1111"": 245, ""1001"": 282}",0.05908203125,3.0,3.0,completed,0.05908203125,2025-02-19T17:45:54.646Z,2025-02-19T17:46:09.037Z,2025-02-19T17:45:57.280Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:45:58', stop='2025-02-19 17:46:08', size=4096>)])",10.010114
completed,1011,11,4030,"[[""y"", 834], [""u"", 774], [""x"", 760], [""s"", 411], [""sdg"", 411], [""t"", 407], [""tdg"", 407], [""cx"", 11], [""h"", 10], [""measure"", 4], [""cz"", 1]]",4,2002,ibm,dynamic_payload_gates,cyv1hxfjj6dg008g4c90,ibm_kyiv,"{""0010"": 332, ""0011"": 322, ""0101"": 369, ""0100"": 349, ""1011"": 162, ""0000"": 308, ""1000"": 174, ""0001"": 329, ""1100"": 173, ""0111"": 360, ""1001"": 177, ""0110"": 375, ""1101"": 156, ""1110"": 162, ""1010"": 185, ""1111"": 163}",0.0751953125,3.0,3.0,completed,0.0751953125,2025-02-19T17:46:29.552Z,2025-02-19T17:46:43.683Z,2025-02-19T17:46:32.368Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:46:33', stop='2025-02-19 17:46:43', size=4096>)])",9.788213
completed,1011,11,4032,"[[""y"", 844], [""u"", 766], [""x"", 756], [""t"", 440], [""tdg"", 440], [""s"", 380], [""sdg"", 380], [""cx"", 11], [""h"", 10], [""measure"", 4], [""cz"", 1]]",4,2003,ibm,dynamic_payload_gates,cyv1j6838jq0008xy0fg,ibm_kyiv,"{""0010"": 273, ""0011"": 250, ""0111"": 254, ""1001"": 229, ""0101"": 261, ""1000"": 246, ""1100"": 279, ""1110"": 254, ""0110"": 277, ""1010"": 279, ""0001"": 241, ""1011"": 271, ""0100"": 238, ""0000"": 227, ""1101"": 258, ""1111"": 259}",0.055419921875,3.0,3.0,completed,0.055419921875,2025-02-19T17:47:05.153Z,2025-02-19T17:47:19.488Z,2025-02-19T17:47:08.049Z,"ExecutionSpans([SliceSpan(<start='2025-02-19 17:47:09', stop='2025-02-19 17:47:18', size=4096>)])",9.791409
completed,1013,11,4034,"[[""y"", 850], [""x"", 818], [""u"", 768], [""s"", 396], [""sdg"", 396], [""t"", 390], [""tdg"", 390], [""cx"", 11], [""h"", 10], [""measure"", 4], [""cz"", 1]]",4,2004,simulation,dynamic_payload_gates,,,"{""0000"": 268, ""1111"": 3828}",0.0653076171875,,,,,,,,,
completed,1013,11,4036,"[[""x"", 850], [""u"", 842], [""y"", 740], [""s"", 401], [""sdg"", 401], [""t"", 388], [""tdg"", 388], [""cx"", 11], [""h"", 10], [""measure"", 4], [""cz"", 1]]",4,2005,simulation,dynamic_payload_gates,,,"{""0000"": 268, ""1111"": 3828}",0.0653076171875,,,,,,,,,
