status,circuit_depth,circuit_width,circuit_size,circuit_count_ops,num_qubits,num_clbits,num_ancillas,num_parameters,has_calibrations,has_layout,payload_size,num_gates,execution_type,experiment_type,job_id,counts,success_rate
submitted,2009,9,6021,"{""y"": 1076, ""sdg"": 1034, ""s"": 1034, ""x"": 980, ""h"": 970, ""z"": 914, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3000,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/08e389c6-488e-4ecb-ae48-eb3bcf86f9b7,"{""000"": 1024}",1.0
submitted,2009,9,6023,"{""h"": 1066, ""sdg"": 1003, ""s"": 1003, ""x"": 990, ""z"": 988, ""y"": 960, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3001,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/be6c7244-60b1-4151-99b6-9de61bb883dc,"{""000"": 1024}",1.0
submitted,2009,9,6025,"{""z"": 1056, ""x"": 1030, ""s"": 1006, ""sdg"": 1006, ""y"": 970, ""h"": 944, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3002,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/563180c7-8e7f-442a-883e-e2500aa54565,"{""000"": 1024}",1.0
submitted,2011,9,6027,"{""x"": 1034, ""z"": 1032, ""s"": 998, ""sdg"": 998, ""h"": 980, ""y"": 972, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3003,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/017e58ad-b1bf-41f6-a262-349ea5560cdf,"{""000"": 1024}",1.0
submitted,2011,9,6029,"{""h"": 1030, ""sdg"": 1022, ""s"": 1022, ""y"": 1020, ""x"": 974, ""z"": 948, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3004,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/a6da372b-907f-44b7-adee-fce49247ba63,"{""000"": 1024}",1.0
submitted,2011,9,6031,"{""h"": 1022, ""s"": 1009, ""sdg"": 1009, ""x"": 1006, ""z"": 1000, ""y"": 972, ""cx"": 9, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,3005,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/df82fc59-c84b-4200-905a-84c161d75628,"{""000"": 1024}",1.0
submitted,1511,11,6026,"{""z"": 1050, ""x"": 1018, ""h"": 994, ""s"": 992, ""sdg"": 992, ""y"": 964, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3000,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/7f098fa2-d0ea-4b7e-8175-9c070771b977,"{""0000"": 1024}",1.0
submitted,1511,11,6028,"{""x"": 1032, ""y"": 1030, ""z"": 1022, ""h"": 1006, ""s"": 961, ""sdg"": 961, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3001,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/5c9142eb-5960-4b13-bbbd-2034e4231bde,"{""0000"": 1024}",1.0
submitted,1511,11,6030,"{""h"": 1024, ""x"": 1018, ""s"": 1014, ""sdg"": 1014, ""z"": 982, ""y"": 962, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3002,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/b2bb82b2-7ce4-4616-b2bb-ce470a60b7bb,"{""0000"": 1024}",1.0
submitted,1511,11,6032,"{""y"": 1076, ""z"": 1034, ""h"": 1010, ""s"": 966, ""sdg"": 966, ""x"": 964, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3003,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/43a512f8-c204-41f9-a9bd-e01bd7dfb097,"{""0000"": 1024}",1.0
submitted,1513,11,6034,"{""h"": 1076, ""x"": 1006, ""z"": 1000, ""y"": 984, ""s"": 976, ""sdg"": 976, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3004,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/a8dd8ddd-324f-4646-8582-c28eaa3c826b,"{""0000"": 1024}",1.0
submitted,1513,11,6036,"{""h"": 1042, ""y"": 1034, ""s"": 1001, ""sdg"": 1001, ""z"": 990, ""x"": 952, ""cx"": 11, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,3005,aws,dynamic_payload_gates,arn:aws:braket:us-west-1:265556963705:quantum-task/cd43c0ff-cbc5-4a86-bd30-ee96b7366442,"{""0000"": 1024}",1.0
